# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1651464978, 0, 1090, 1181, 1059, 94, 3.03%, 0, 0, 8, 5308.66, 796336
1651464984, 0, 1090, 1183, 1061, 94, 3.03%, 0, 0, 8, 4002.63, 815176
1651464989, 0, 948, 1203, 1071, 84, 3.04%, 0, 0, 8, 6094.23, 845946
1651464994, 0, 1146, 1218, 1077, 78, 3.05%, 0, 0, 8, 6795.01, 883088
1651464999, 0, 1194, 1232, 1090, 79, 3.05%, 0, 0, 8, 6564.50, 916707
1651465004, 0, 1154, 1267, 1115, 71, 3.08%, 0, 0, 9, 6634.19, 950666
1651465009, 0, 1265, 1280, 1113, 66, 3.08%, 0, 0, 10, 6937.91, 987017
1651465014, 0, 1282, 1294, 1124, 65, 3.10%, 0, 0, 11, 7088.11, 1022675
1651465020, 0, 1281, 1302, 1129, 65, 3.11%, 0, 0, 11, 7103.53, 1058318
1651465025, 0, 988, 1314, 1135, 60, 3.17%, 0, 0, 11, 5987.59, 1087452
1651465030, 0, 1293, 1324, 1140, 54, 3.17%, 0, 0, 12, 6082.09, 1117233
1651465035, 0, 597, 1338, 1148, 50, 3.19%, 0, 0, 12, 6577.60, 1150163
1651465040, 0, 1035, 1344, 1149, 45, 3.19%, 0, 0, 12, 6784.75, 1185368
1651465045, 0, 1350, 1354, 1138, 29, 3.20%, 0, 0, 12, 6972.58, 1221654
1651465050, 0, 1366, 1379, 1153, 21, 3.26%, 0, 0, 12, 7294.92, 1257753
1651465055, 0, 1300, 1387, 1156, 25, 3.27%, 0, 0, 12, 7490.67, 1297300
1651465060, 0, 1125, 1400, 1162, 22, 3.27%, 0, 0, 12, 7273.97, 1334348
1651465065, 0, 1221, 1412, 1160, 10, 3.28%, 0, 0, 13, 6870.16, 1369631
1651465070, 0, 1410, 1422, 1168, 9, 3.38%, 0, 0, 13, 5420.78, 1395527
1651465075, 0, 1421, 1482, 1227, 12, 3.47%, 0, 0, 13, 5625.76, 1423485
1651465080, 0, 1492, 1517, 1259, 31, 3.48%, 0, 0, 13, 4681.50, 1446558
1651465086, 0, 1470, 1532, 1272, 32, 3.51%, 0, 0, 13, 4696.45, 1469060
1651465091, 0, 1539, 1546, 1283, 32, 3.53%, 0, 0, 13, 6020.27, 1501078
1651465096, 0, 1544, 1561, 1293, 34, 3.54%, 0, 0, 14, 6358.44, 1533065
1651465101, 0, 1440, 1571, 1298, 32, 3.54%, 0, 0, 15, 6696.59, 1569442
1651465106, 0, 1568, 1585, 1306, 27, 3.54%, 0, 0, 15, 6316.33, 1600952
1651465111, 0, 1390, 1589, 1306, 23, 3.54%, 0, 0, 15, 6049.26, 1631094
1651465116, 0, 589, 1593, 1300, 16, 3.54%, 0, 0, 15, 5580.63, 1659303
1651465121, 0, 1600, 1605, 1300, 12, 3.55%, 0, 0, 15, 6326.20, 1691081
1651465126, 0, 1616, 1621, 1308, 12, 3.55%, 0, 0, 15, 6113.81, 1722804
1651465131, 0, 1604, 1635, 1319, 12, 3.55%, 0, 0, 16, 6364.11, 1754884
1651465136, 0, 1105, 1642, 1317, 7, 3.55%, 0, 0, 16, 6294.60, 1786640
1651465142, 0, 1503, 1650, 1315, 1, 3.55%, 0, 0, 16, 6486.09, 1820050
1651465147, 0, 1601, 1652, 1315, 0, 3.55%, 0, 0, 16, 6671.22, 1853875
1651465152, 0, 1036, 1660, 1323, 0, 3.55%, 0, 0, 16, 6069.98, 1885016
1651465157, 0, 1381, 1664, 1327, 0, 3.55%, 0, 0, 16, 6472.29, 1916925
1651465162, 0, 384, 1666, 1328, 0, 3.55%, 0, 0, 16, 7078.19, 1954545
1651465167, 0, 1668, 1676, 1334, 3, 3.56%, 0, 0, 16, 7192.63, 1990338
1651465172, 0, 1292, 1680, 1335, 1, 3.56%, 0, 0, 16, 6866.87, 2025928
1651465177, 0, 1680, 1682, 1335, 1, 3.57%, 0, 0, 16, 7092.14, 2061785
1651465182, 0, 867, 1690, 1339, 0, 3.57%, 0, 0, 16, 6629.92, 2096505
1651465187, 0, 1690, 1702, 1351, 1, 3.59%, 0, 0, 16, 6041.26, 2126567
1651465192, 0, 1526, 1705, 1346, 3, 3.59%, 0, 0, 16, 6503.66, 2160270
1651465197, 0, 1693, 1716, 1352, 4, 3.60%, 0, 0, 16, 6694.48, 2194380
1651465203, 0, 1673, 1721, 1351, 0, 3.60%, 0, 0, 16, 6627.19, 2228105
1651465208, 0, 233, 1724, 1350, 0, 3.60%, 0, 0, 16, 7032.31, 2265790
1651465213, 0, 307, 1740, 1366, 0, 3.61%, 0, 0, 16, 6094.71, 2296939
1651465218, 0, 620, 1743, 1367, 0, 3.61%, 0, 0, 16, 6770.75, 2329130
1651465223, 0, 1529, 1748, 1372, 0, 3.61%, 0, 0, 16, 6343.75, 2359667
1651465228, 0, 1751, 1759, 1382, 1, 3.62%, 0, 0, 16, 5913.74, 2392136
1651465233, 0, 1758, 1762, 1384, 5, 3.63%, 0, 0, 16, 5314.00, 2417623
1651465238, 0, 1771, 1780, 1393, 3, 3.72%, 0, 0, 16, 6447.69, 2450238
1651465243, 0, 1800, 1807, 1417, 12, 3.75%, 0, 0, 16, 6742.27, 2484225
1651465248, 0, 1814, 1837, 1446, 14, 3.80%, 0, 0, 16, 7346.58, 2523033
1651465254, 0, 1830, 1844, 1450, 15, 3.81%, 0, 0, 16, 7332.98, 2560139
1651465259, 0, 1828, 1862, 1459, 12, 3.83%, 0, 0, 16, 6937.67, 2596504
1651465264, 0, 1860, 1871, 1466, 13, 3.84%, 0, 0, 16, 6031.09, 2626126
1651465269, 0, 1850, 1886, 1477, 13, 3.95%, 0, 0, 16, 6788.90, 2659943
1651465274, 0, 1881, 1896, 1479, 8, 3.96%, 0, 0, 16, 7257.47, 2696623
1651465279, 0, 1898, 1901, 1480, 9, 3.97%, 0, 0, 16, 6801.30, 2733276
1651465284, 0, 1165, 1911, 1483, 5, 3.99%, 0, 0, 16, 6357.63, 2767269
1651465289, 0, 167, 1914, 1483, 5, 3.99%, 0, 0, 16, 6158.36, 2797171
1651465294, 0, 1482, 1921, 1478, 2, 3.99%, 0, 0, 16, 6059.64, 2828938
1651465300, 0, 1379, 1926, 1476, 1, 3.99%, 0, 0, 16, 6664.47, 2863916
1651465305, 0, 1553, 1926, 1474, 2, 3.99%, 0, 0, 16, 6794.40, 2898409
1651465310, 0, 536, 1930, 1470, 0, 3.99%, 0, 0, 16, 6881.20, 2932402
1651465315, 0, 24, 1931, 1470, 0, 3.99%, 0, 0, 16, 6988.08, 2969677
1651465320, 0, 1932, 1939, 1477, 1, 4.00%, 0, 0, 16, 2640.26, 3003021
1651465325, 0, 1276, 1939, 1476, 0, 4.00%, 0, 0, 16, 5622.17, 3036887
1651465330, 0, 1124, 1952, 1484, 0, 4.00%, 0, 0, 17, 6207.94, 3068461
1651465335, 0, 1761, 1958, 1490, 0, 4.01%, 0, 0, 17, 6246.09, 3102266
1651465340, 0, 1353, 1967, 1493, 0, 4.01%, 0, 0, 17, 6476.10, 3135711
1651465345, 0, 777, 1975, 1500, 0, 4.01%, 0, 0, 17, 5945.77, 3165676
1651465350, 0, 1915, 1980, 1504, 0, 4.02%, 0, 0, 17, 5652.52, 3194847
1651465356, 0, 1977, 1989, 1511, 1, 4.02%, 0, 0, 17, 5658.69, 3223905
1651465361, 0, 1987, 1994, 1515, 2, 4.02%, 0, 0, 17, 5620.46, 3252380
1651465366, 0, 1382, 1994, 1512, 0, 4.02%, 0, 0, 17, 6309.54, 3286106
1651465371, 0, 1466, 1998, 1515, 0, 4.02%, 0, 0, 17, 5571.77, 3312932
1651465376, 0, 1568, 2001, 1518, 0, 4.02%, 0, 0, 17, 6501.85, 3347376
1651465381, 0, 2002, 2005, 1522, 2, 4.02%, 0, 0, 17, 6990.99, 3384118
1651465386, 0, 1562, 2006, 1521, 0, 4.02%, 0, 0, 17, 6728.44, 3417972
1651465391, 0, 1558, 2010, 1512, 1, 4.02%, 0, 0, 17, 6744.01, 3450853
1651465396, 0, 1480, 2012, 1513, 0, 4.02%, 0, 0, 17, 6162.00, 3483260
1651465402, 0, 955, 2014, 1514, 0, 4.02%, 0, 0, 17, 5601.09, 3511005
1651465407, 0, 1394, 2018, 1517, 1, 4.02%, 0, 0, 17, 1557.42, 3544918
1651465412, 0, 1503, 2018, 1516, 0, 4.02%, 0, 0, 17, 5704.73, 3580393
1651465417, 0, 1847, 2019, 1517, 0, 4.02%, 0, 0, 17, 7030.46, 3618808
1651465422, 0, 1381, 2020, 1516, 0, 4.02%, 0, 0, 17, 6419.47, 3648486
1651465427, 0, 1531, 2021, 1517, 0, 4.02%, 0, 0, 17, 6023.00, 3679240
1651465432, 0, 52, 2023, 1519, 0, 4.02%, 0, 0, 17, 5987.07, 3710178
1651465437, 0, 1124, 2023, 1518, 0, 4.02%, 0, 0, 17, 6840.89, 3746294
1651465442, 0, 2027, 2034, 1529, 2, 4.04%, 0, 0, 17, 3898.16, 3764140
1651465448, 0, 2027, 2035, 1530, 2, 4.04%, 0, 0, 17, 2404.60, 3774390
1651465453, 0, 2027, 2036, 1531, 2, 4.04%, 0, 0, 17, 2072.80, 3784517
1651465458, 0, 1265, 2041, 1528, 8, 4.05%, 0, 0, 17, 4648.71, 3810804
1651465463, 0, 640, 2043, 1523, 5, 4.05%, 0, 0, 17, 5256.51, 3836430
1651465468, 0, 1829, 2049, 1520, 4, 4.05%, 0, 0, 17, 5810.64, 3865871
1651465473, 0, 1862, 2053, 1514, 1, 4.05%, 0, 0, 17, 5666.95, 3893551
1651465478, 0, 844, 2054, 1506, 1, 4.05%, 0, 0, 17, 6752.70, 3929576
1651465483, 0, 2029, 2056, 1506, 1, 4.05%, 0, 0, 17, 6574.75, 3962344
1651465488, 0, 2037, 2058, 1507, 0, 4.05%, 0, 0, 17, 7090.75, 3997875
1651465493, 0, 615, 2059, 1507, 0, 4.05%, 0, 0, 17, 7489.89, 4035971
1651465499, 0, 564, 2060, 1507, 0, 4.05%, 0, 0, 17, 6450.83, 4066432
1651465504, 0, 2037, 2062, 1508, 0, 4.05%, 0, 0, 17, 6870.18, 4101207
1651465509, 0, 1816, 2064, 1509, 0, 4.06%, 0, 0, 17, 6983.37, 4137782
1651465514, 0, 1557, 2065, 1509, 0, 4.06%, 0, 0, 17, 7196.82, 4172499
1651465519, 0, 961, 2069, 1513, 0, 4.06%, 0, 0, 17, 6783.69, 4205393
1651465524, 0, 1879, 2073, 1514, 0, 4.06%, 0, 0, 17, 6644.96, 4238235
1651465529, 0, 1036, 2078, 1519, 0, 4.06%, 0, 0, 17, 6896.73, 4275041
1651465534, 0, 67, 2080, 1520, 0, 4.06%, 0, 0, 17, 6789.78, 4308257
1651465539, 0, 900, 2084, 1521, 0, 4.06%, 0, 0, 17, 7414.74, 4346903
1651465544, 0, 1910, 2087, 1523, 0, 4.06%, 0, 0, 17, 6716.94, 4381346
1651465549, 0, 2088, 2095, 1528, 1, 4.08%, 0, 0, 17, 6754.96, 4415575
1651465554, 0, 1967, 2101, 1533, 2, 4.08%, 0, 0, 17, 7274.95, 4453003
1651465560, 0, 469, 2107, 1529, 0, 4.08%, 0, 0, 17, 6592.08, 4487493
1651465565, 0, 261, 2111, 1533, 0, 4.08%, 0, 0, 17, 6046.30, 4519353
1651465570, 0, 1544, 2112, 1534, 0, 4.08%, 0, 0, 17, 6903.69, 4556585
1651465575, 0, 1519, 2116, 1538, 0, 4.08%, 0, 0, 17, 6972.24, 4592907
1651465580, 0, 1371, 2116, 1537, 0, 4.08%, 0, 0, 17, 7160.25, 4630070
1651465585, 0, 1471, 2116, 1537, 0, 4.08%, 0, 0, 17, 6964.47, 4664934
1651465590, 0, 1899, 2117, 1538, 0, 4.08%, 0, 0, 17, 7145.17, 4701778
1651465595, 0, 936, 2118, 1539, 0, 4.08%, 0, 0, 17, 6736.55, 4735673
1651465600, 0, 1124, 2119, 1534, 0, 4.08%, 0, 0, 17, 6297.52, 4767192
1651465606, 0, 1698, 2120, 1533, 0, 4.08%, 0, 0, 17, 6379.08, 4798772
1651465611, 0, 1125, 2120, 1532, 0, 4.08%, 0, 0, 17, 6931.59, 4834304
1651465616, 0, 261, 2120, 1531, 0, 4.08%, 0, 0, 17, 6781.91, 4870286
1651465621, 0, 1879, 2121, 1532, 0, 4.08%, 0, 0, 17, 6419.64, 4904046
1651465626, 0, 847, 2121, 1532, 0, 4.08%, 0, 0, 17, 6813.22, 4939149
1651465631, 0, 1104, 2123, 1533, 0, 4.08%, 0, 0, 17, 6314.76, 4969172
1651465636, 0, 1468, 2123, 1533, 0, 4.08%, 0, 0, 17, 6744.50, 5006358
1651465641, 0, 1557, 2123, 1532, 0, 4.08%, 0, 0, 17, 6742.93, 5039983
1651465646, 0, 2092, 2126, 1533, 0, 4.08%, 0, 0, 17, 6921.06, 5075196
1651465651, 0, 1377, 2126, 1533, 0, 4.08%, 0, 0, 17, 7082.59, 5110717
1651465656, 0, 2036, 2127, 1533, 0, 4.09%, 0, 0, 17, 5520.78, 5138632
1651465661, 0, 1000, 2127, 1529, 0, 4.09%, 0, 0, 17, 6251.12, 5169078
1651465667, 0, 2007, 2130, 1532, 0, 4.09%, 0, 0, 17, 6952.45, 5206154
1651465672, 0, 1681, 2138, 1533, 1, 4.09%, 0, 0, 17, 5828.59, 5233660
1651465677, 0, 1879, 2140, 1529, 0, 4.09%, 0, 0, 17, 6480.83, 5267536
1651465682, 0, 1033, 2140, 1527, 0, 4.09%, 0, 0, 17, 6504.13, 5300365
1651465687, 0, 1668, 2142, 1529, 0, 4.09%, 0, 0, 17, 6716.27, 5337211
1651465692, 0, 961, 2143, 1527, 0, 4.09%, 0, 0, 17, 6833.07, 5371485
1651465697, 0, 2037, 2145, 1525, 0, 4.09%, 0, 0, 17, 7239.68, 5409134
1651465702, 0, 1629, 2146, 1524, 0, 4.09%, 0, 0, 17, 6945.87, 5445124
1651465707, 0, 76, 2147, 1525, 0, 4.09%, 0, 0, 17, 7280.99, 5483092
1651465713, 0, 1347, 2147, 1524, 0, 4.09%, 0, 0, 17, 6803.13, 5516359
1651465718, 0, 1694, 2147, 1524, 0, 4.09%, 0, 0, 17, 6844.08, 5552049
1651465723, 0, 1382, 2148, 1524, 0, 4.09%, 0, 0, 17, 7060.86, 5589017
1651465728, 0, 1828, 2148, 1523, 0, 4.09%, 0, 0, 17, 6396.82, 5621161
1651465733, 0, 2032, 2149, 1523, 0, 4.09%, 0, 0, 17, 6077.64, 5652885
1651465738, 0, 195, 2152, 1526, 0, 4.09%, 0, 0, 17, 5923.90, 5682850
1651465743, 0, 1829, 2155, 1529, 0, 4.09%, 0, 0, 17, 6755.23, 5718885
1651465748, 0, 773, 2156, 1530, 0, 4.09%, 0, 0, 17, 6361.47, 5751100
1651465753, 0, 122, 2157, 1530, 0, 4.09%, 0, 0, 17, 6967.31, 5786949
1651465758, 0, 2052, 2161, 1533, 0, 4.09%, 0, 0, 17, 6825.81, 5822669
1651465764, 0, 1468, 2162, 1534, 0, 4.09%, 0, 0, 17, 7057.18, 5859372
1651465769, 0, 64, 2164, 1533, 0, 4.09%, 0, 0, 17, 6972.98, 5894970
1651465774, 0, 1124, 2165, 1534, 0, 4.09%, 0, 0, 18, 6910.95, 5929252
1651465779, 0, 1232, 2165, 1534, 0, 4.09%, 0, 0, 18, 7030.40, 5965373
1651465784, 0, 1926, 2169, 1534, 1, 4.10%, 0, 0, 18, 5880.99, 5993519
1651465789, 0, 1629, 2170, 1525, 1, 4.10%, 0, 0, 18, 6171.80, 6025723
1651465794, 0, 1369, 2172, 1525, 0, 4.10%, 0, 0, 18, 6519.62, 6057852
1651465799, 0, 2001, 2173, 1526, 0, 4.10%, 0, 0, 18, 5962.11, 6087565
1651465804, 0, 726, 2174, 1526, 0, 4.10%, 0, 0, 18, 6623.02, 6121258
1651465809, 0, 159, 2174, 1526, 0, 4.10%, 0, 0, 18, 6472.81, 6154280
1651465815, 0, 1681, 2175, 1527, 0, 4.10%, 0, 0, 18, 6946.28, 6190254
1651465820, 0, 886, 2176, 1526, 0, 4.10%, 0, 0, 18, 6787.00, 6223362
1651465825, 0, 1292, 2176, 1526, 0, 4.10%, 0, 0, 18, 6398.92, 6255416
1651465830, 0, 156, 2178, 1527, 0, 4.10%, 0, 0, 18, 5859.59, 6283763
1651465835, 0, 1797, 2178, 1527, 0, 4.10%, 0, 0, 18, 6673.92, 6319188
1651465840, 0, 1252, 2178, 1526, 0, 4.10%, 0, 0, 18, 7142.32, 6355645
1651465845, 0, 261, 2178, 1525, 0, 4.10%, 0, 0, 18, 6776.02, 6388005
1651465850, 0, 1253, 2179, 1526, 0, 4.10%, 0, 0, 18, 6798.06, 6421924
1651465855, 0, 195, 2179, 1526, 0, 4.10%, 0, 0, 18, 6750.16, 6455560
1651465860, 0, 2036, 2180, 1527, 0, 4.10%, 0, 0, 18, 6163.94, 6487259
1651465865, 0, 1791, 2181, 1527, 0, 4.10%, 0, 0, 18, 6675.67, 6520603
1651465870, 0, 1037, 2181, 1527, 0, 4.10%, 0, 0, 18, 5788.54, 6549362
1651465875, 0, 1895, 2181, 1525, 0, 4.10%, 0, 0, 18, 6394.27, 6582731
1651465880, 0, 1373, 2182, 1524, 0, 4.10%, 0, 0, 18, 6645.13, 6617962
1651465885, 0, 1692, 2182, 1524, 0, 4.10%, 0, 0, 18, 6846.74, 6652662
1651465891, 0, 78, 2184, 1524, 0, 4.10%, 0, 0, 18, 6655.16, 6687082
1651465896, 0, 1471, 2184, 1521, 0, 4.10%, 0, 0, 18, 7478.36, 6725159
1651465901, 0, 2135, 2184, 1521, 0, 4.10%, 0, 0, 18, 6175.88, 6756396
1651465906, 0, 1721, 2186, 1521, 0, 4.10%, 0, 0, 18, 6408.66, 6786833
1651465911, 0, 1471, 2187, 1521, 0, 4.10%, 0, 0, 18, 6928.47, 6820158
1651465916, 0, 1890, 2187, 1521, 0, 4.10%, 0, 0, 18, 7151.32, 6856740
1651465921, 0, 1471, 2188, 1522, 0, 4.10%, 0, 0, 18, 7070.67, 6891465
1651465926, 0, 1867, 2189, 1520, 0, 4.10%, 0, 0, 18, 7045.10, 6926513
1651465931, 0, 2037, 2191, 1522, 0, 4.10%, 0, 0, 18, 6923.42, 6959902
1651465936, 0, 2052, 2194, 1517, 0, 4.10%, 0, 0, 18, 6870.99, 6994852
1651465941, 0, 1000, 2195, 1517, 0, 4.10%, 0, 0, 18, 6931.42, 7029932
1651465946, 0, 1377, 2197, 1517, 1, 4.10%, 0, 0, 18, 5253.70, 7056166
1651465951, 0, 1480, 2198, 1516, 0, 4.10%, 0, 0, 18, 6167.35, 7086859
1651465956, 0, 900, 2201, 1517, 0, 4.11%, 0, 0, 18, 7096.77, 7123696
1651465961, 0, 1558, 2203, 1516, 0, 4.11%, 0, 0, 18, 6735.38, 7155321
1651465967, 0, 983, 2203, 1514, 0, 4.11%, 0, 0, 18, 7118.22, 7193099
1651465972, 0, 261, 2205, 1516, 0, 4.11%, 0, 0, 18, 7175.55, 7230312
1651465977, 0, 1207, 2207, 1518, 1, 4.11%, 0, 0, 18, 6767.61, 7264217
1651465982, 0, 2001, 2208, 1518, 0, 4.11%, 0, 0, 18, 6231.57, 7296169
1651465987, 0, 76, 2209, 1516, 0, 4.11%, 0, 0, 18, 6362.47, 7329668
1651465992, 0, 1548, 2211, 1518, 0, 4.11%, 0, 0, 18, 6483.80, 7363660
1651465997, 0, 1871, 2211, 1517, 0, 4.11%, 0, 0, 18, 6430.75, 7395097
1651466003, 0, 1987, 2212, 1516, 0, 4.11%, 0, 0, 18, 5917.07, 7426769
1651466008, 0, 1276, 2213, 1515, 0, 4.11%, 0, 0, 18, 6330.33, 7458988
1651466013, 0, 976, 2213, 1515, 0, 4.11%, 0, 0, 18, 6248.45, 7491162
1651466018, 0, 1276, 2213, 1513, 0, 4.11%, 0, 0, 18, 6399.35, 7521541
1651466023, 0, 338, 2213, 1513, 0, 4.11%, 0, 0, 18, 6335.39, 7554541
1651466028, 0, 1895, 2213, 1512, 0, 4.11%, 0, 0, 18, 6799.39, 7590641
1651466033, 0, 1540, 2214, 1513, 0, 4.11%, 0, 0, 18, 7119.70, 7627761
1651466038, 0, 1359, 2219, 1517, 1, 4.11%, 0, 0, 18, 6516.83, 7659928
1651466043, 0, 814, 2219, 1515, 0, 4.11%, 0, 0, 18, 6857.72, 7695648
1651466049, 0, 1556, 2219, 1514, 0, 4.11%, 0, 0, 18, 7126.37, 7732606
1651466054, 0, 1694, 2220, 1515, 0, 4.11%, 0, 0, 18, 6882.87, 7767835
1651466059, 0, 1394, 2220, 1515, 0, 4.11%, 0, 0, 18, 6374.12, 7800299
1651466064, 0, 1925, 2223, 1513, 0, 4.12%, 0, 0, 18, 7153.96, 7837688
1651466069, 0, 1371, 2223, 1513, 0, 4.12%, 0, 0, 18, 7138.30, 7874335
1651466074, 1, 2217, 2228, 1515, 0, 4.12%, 0, 0, 18, 7215.51, 7911065
1651466079, 1, 1521, 2232, 1516, 0, 4.12%, 0, 0, 18, 4901.43, 7935313
1651466084, 1, 2230, 2241, 1524, 1, 4.12%, 0, 0, 18, 4219.61, 7956631
1651466090, 1, 2236, 2245, 1526, 2, 4.12%, 0, 0, 18, 3385.42, 7974093
1651466095, 1, 607, 2253, 1533, 1, 4.12%, 0, 0, 18, 4692.34, 7998412
1651466100, 1, 990, 2259, 1536, 0, 4.13%, 0, 0, 18, 5439.69, 8026115
1651466105, 1, 2257, 2281, 1556, 1, 4.15%, 0, 0, 18, 6187.61, 8057563
1651466110, 1, 2265, 2287, 1559, 5, 4.15%, 0, 0, 18, 6389.56, 8091436
1651466115, 1, 2271, 2297, 1564, 1, 4.15%, 0, 0, 18, 6499.04, 8124347
1651466120, 1, 38, 2304, 1567, 0, 4.15%, 0, 0, 18, 6674.95, 8158565
1651466125, 1, 1989, 2313, 1573, 0, 4.15%, 0, 0, 18, 6229.52, 8189980
1651466130, 1, 2314, 2320, 1577, 1, 4.15%, 0, 0, 18, 5276.08, 8214860
1651466136, 1, 2314, 2327, 1584, 1, 4.15%, 0, 0, 18, 3401.79, 8229724
1651466141, 1, 2028, 2331, 1585, 1, 4.15%, 0, 0, 18, 4373.37, 8252999
1651466146, 1, 2320, 2350, 1602, 2, 4.16%, 0, 0, 18, 4611.77, 8278241
1651466151, 1, 2320, 2355, 1607, 2, 4.16%, 0, 0, 18, 2741.95, 8289691
1651466156, 1, 2320, 2360, 1612, 2, 4.16%, 0, 0, 18, 2367.48, 8301016
1651466161, 1, 2349, 2370, 1618, 2, 4.17%, 0, 0, 18, 2817.17, 8316997
1651466166, 1, 2088, 2377, 1623, 5, 4.17%, 0, 0, 18, 4457.02, 8339213
1651466171, 1, 2374, 2386, 1632, 5, 4.18%, 0, 0, 18, 4873.42, 8365107
1651466176, 1, 2361, 2393, 1633, 4, 4.18%, 0, 0, 18, 5055.82, 8392012
1651466181, 1, 2362, 2401, 1636, 3, 4.18%, 0, 0, 18, 4233.84, 8412701
1651466187, 1, 656, 2403, 1633, 0, 4.18%, 0, 0, 18, 6522.55, 8447071
1651466192, 1, 2221, 2406, 1634, 0, 4.18%, 0, 0, 18, 7203.36, 8484224
1651466197, 1, 1284, 2411, 1637, 0, 4.18%, 0, 0, 18, 6022.73, 8514356
1651466202, 1, 1551, 2419, 1641, 1, 4.18%, 0, 0, 18, 5072.17, 8539693
1651466207, 1, 2240, 2424, 1640, 1, 4.18%, 0, 0, 18, 6280.54, 8572812
1651466212, 1, 1117, 2426, 1634, 1, 4.18%, 0, 0, 18, 6584.14, 8607318
1651466217, 1, 1985, 2429, 1634, 0, 4.18%, 0, 0, 18, 6008.46, 8637974
1651466222, 1, 1675, 2434, 1638, 0, 4.18%, 0, 0, 18, 5493.28, 8665104
1651466228, 1, 1036, 2438, 1640, 0, 4.18%, 0, 0, 18, 6225.66, 8699021
1651466233, 1, 1869, 2444, 1642, 0, 4.18%, 0, 0, 18, 6275.93, 8732797
1651466238, 1, 2338, 2446, 1639, 0, 4.18%, 0, 0, 18, 5346.43, 8760621
1651466243, 1, 701, 2449, 1639, 0, 4.18%, 0, 0, 18, 5608.50, 8788782
1651466248, 1, 1985, 2451, 1641, 0, 4.18%, 0, 0, 18, 5329.57, 8814386
1651466253, 1, 1103, 2456, 1641, 0, 4.18%, 0, 0, 18, 5836.61, 8844765
1651466258, 1, 1718, 2464, 1648, 0, 4.18%, 0, 0, 18, 5896.96, 8876980
1651466263, 1, 2095, 2469, 1650, 1, 4.18%, 0, 0, 18, 5506.47, 8903138
1651466268, 1, 2384, 2475, 1652, 0, 4.18%, 0, 0, 18, 6090.86, 8936461
1651466274, 1, 1343, 2479, 1652, 0, 4.18%, 0, 0, 18, 6208.12, 8967762
1651466279, 1, 1918, 2481, 1650, 0, 4.18%, 0, 0, 18, 6230.39, 9000102
1651466284, 1, 765, 2482, 1646, 0, 4.18%, 0, 0, 18, 6410.13, 9032907
1651466289, 1, 2052, 2492, 1655, 0, 4.18%, 0, 0, 18, 5307.76, 9058871
1651466294, 1, 776, 2494, 1655, 0, 4.18%, 0, 0, 18, 6536.14, 9094618
1651466299, 1, 1953, 2503, 1660, 0, 4.18%, 0, 0, 18, 6083.94, 9126259
1651466304, 1, 1377, 2506, 1658, 0, 4.18%, 0, 0, 18, 6619.22, 9157962
1651466309, 1, 1377, 2510, 1658, 0, 4.18%, 0, 0, 18, 6616.02, 9190591
1651466314, 1, 1381, 2510, 1657, 0, 4.18%, 0, 0, 18, 6529.99, 9224294
